base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,wind.gust,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,rain.1h,snow.1h,main.sea_level,main.grnd_level,rain.3h,snow.3h,weather.id,weather.main,weather.description,weather.icon
stations,10000.0,1670425756.0,-18000.0,4151909.0,Coral Springs,200.0,-80.2905,26.2825,26.22,26.22,24.45,27.23,1025.0,70.0,5.14,80.0,,40.0,2.0,2019701.0,US,1670414174.0,1670452164.0,,,,,,,801,Clouds,few clouds,02d
stations,4828.0,1670426448.0,-21600.0,5021527.0,Clearwater,200.0,-94.0708,45.4138,-11.6,-17.55,-12.91,-9.4,1029.0,85.0,3.09,10.0,7.72,100.0,1.0,5926.0,US,1670420544.0,1670452410.0,,0.52,,,,,802,Clouds,scattered clouds,03d
stations,10000.0,1670426001.0,-28800.0,5515110.0,Whitney,200.0,-115.1113,36.08,5.78,2.75,3.95,7.6,1018.0,60.0,4.12,220.0,,40.0,1.0,4664.0,US,1670423894.0,1670459162.0,,,,,,,721,Haze,haze,50d
stations,10000.0,1670426002.0,-28800.0,5408522.0,"Westwood, Los Angeles",200.0,-118.4454,34.0484,8.44,8.44,4.91,10.86,1015.0,87.0,0.0,0.0,,40.0,1.0,5872.0,US,1670424386.0,1670460271.0,,,,,,,701,Mist,mist,50d
stations,6437.0,1670426448.0,-18000.0,4934500.0,Danvers,200.0,-70.973,42.5558,11.25,10.94,9.86,12.81,1023.0,96.0,6.69,150.0,,100.0,2.0,2011973.0,US,1670414415.0,1670447449.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426448.0,-18000.0,4161534.0,Land O' Lakes,200.0,-82.4759,28.26,23.66,23.99,21.56,25.48,1026.0,73.0,2.7,56.0,3.5,0.0,2.0,2037679.0,US,1670414950.0,1670452437.0,,,,,,,800,Clear,clear sky,01d
stations,9206.0,1670426448.0,-18000.0,5102162.0,Old Bridge,200.0,-74.3777,40.4236,13.37,13.09,11.95,14.92,1021.0,89.0,1.65,195.0,5.88,100.0,2.0,2027615.0,US,1670414837.0,1670448662.0,,,,,,,802,Clouds,scattered clouds,03d
stations,8047.0,1670426448.0,-18000.0,5100050.0,Kingston,200.0,-74.6544,40.3903,13.24,13.07,12.12,14.37,1022.0,94.0,3.09,200.0,,100.0,2.0,2002628.0,US,1670414898.0,1670448734.0,,,,,,,801,Clouds,few clouds,02d
stations,1172.0,1670426448.0,-18000.0,5098278.0,Freehold,200.0,-74.2373,40.2481,13.39,13.21,11.95,14.92,1023.0,93.0,1.51,197.0,6.27,100.0,2.0,2009184.0,US,1670414772.0,1670448659.0,,,1023.0,1017.0,,,721,Haze,haze,50d
stations,10000.0,1670426448.0,-18000.0,4161705.0,Lealman,200.0,-82.6803,27.8074,23.93,24.08,21.92,25.54,1026.0,65.0,2.57,70.0,,0.0,2.0,2010715.0,US,1670414940.0,1670452545.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426002.0,-18000.0,4634931.0,Knox,200.0,-83.9881,36.0533,13.67,13.44,12.3,17.76,1024.0,90.0,0.89,206.0,1.34,100.0,2.0,2011163.0,US,1670416416.0,1670451697.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426448.0,-28800.0,5408522.0,"Westwood, Los Angeles",200.0,-118.4455,34.0476,8.44,8.44,5.22,10.91,1015.0,88.0,0.0,0.0,,40.0,1.0,5872.0,US,1670424386.0,1670460272.0,,,,,,,804,Clouds,overcast clouds,04d
stations,8047.0,1670426002.0,-18000.0,4562145.0,West Goshen,200.0,-75.5923,39.9931,11.39,11.07,10.53,12.46,1021.0,95.0,1.34,238.0,3.13,100.0,1.0,5209.0,US,1670415053.0,1670449029.0,,,,,,,804,Clouds,overcast clouds,04d
stations,4828.0,1670426448.0,-21600.0,4726491.0,San Marcos,200.0,-97.9401,29.885,21.16,21.55,20.32,22.1,1022.0,85.0,3.6,170.0,,100.0,2.0,2075864.0,US,1670418877.0,1670455935.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426448.0,-28800.0,5392171.0,San Jose,200.0,-121.9054,37.332,5.1,3.42,2.59,8.27,1022.0,93.0,2.06,170.0,,20.0,2.0,2004102.0,US,1670425725.0,1670460594.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426202.0,-18000.0,4999064.0,Leland,200.0,-85.6506,44.9767,2.51,-0.02,2.09,3.27,1024.0,96.0,2.47,305.0,2.51,66.0,2.0,2007628.0,US,1670418429.0,1670450483.0,,,,,,,804,Clouds,overcast clouds,04n
stations,2816.0,1670426448.0,-18000.0,5182059.0,Bryn Athyn,200.0,-75.0637,40.1239,12.63,12.46,11.54,14.16,1022.0,96.0,2.06,230.0,,100.0,2.0,2007002.0,US,1670414949.0,1670448880.0,,,,,,,601,Snow,snow,13d
stations,805.0,1670426002.0,-28800.0,5349705.0,Folsom,200.0,-121.1554,38.6757,3.31,3.31,0.4,6.9,1021.0,88.0,0.0,0.0,,100.0,2.0,2006213.0,US,1670425767.0,1670460192.0,,,,,,,741,Fog,fog,50d
stations,10000.0,1670426448.0,-21600.0,5059602.0,Heaton,200.0,-99.3994,47.4659,-27.06,-32.74,-27.06,-27.06,1029.0,76.0,1.54,160.0,,0.0,1.0,2930.0,US,1670422287.0,1670453226.0,,,,,,,721,Haze,haze,50d
stations,10000.0,1670426448.0,-28800.0,5595320.0,Hayden,200.0,-116.8054,47.7603,-2.96,-5.2,-5.04,-1.47,1008.0,95.0,1.54,220.0,,100.0,1.0,3672.0,US,1670426537.0,1670457333.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426002.0,-28800.0,5379513.0,Orange,200.0,-117.8697,33.7757,8.8,8.8,6.9,11.39,1021.0,87.0,0.0,0.0,,75.0,2.0,2003506.0,US,1670424208.0,1670460173.0,,,,,,,801,Clouds,few clouds,02d
stations,2615.0,1670426448.0,-18000.0,5095133.0,Allentown,200.0,-74.5773,40.1812,13.42,13.32,12.4,15.04,1021.0,96.0,0.0,0.0,,100.0,2.0,2030998.0,US,1670414842.0,1670448753.0,,,,,,,804,Clouds,overcast clouds,04d
stations,402.0,1670426202.0,-18000.0,5178127.0,Allentown,200.0,-75.4966,40.6083,11.26,10.82,10.31,12.64,1018.0,91.0,0.0,0.0,,100.0,2.0,2041448.0,US,1670415139.0,1670448897.0,,,,,,,803,Clouds,broken clouds,04d
stations,10000.0,1670426448.0,-28800.0,5512909.0,Spring Valley,200.0,-115.2046,36.0879,5.41,2.3,2.85,7.06,1019.0,63.0,4.12,220.0,,40.0,1.0,4664.0,US,1670423918.0,1670459184.0,,,,,,,500,Rain,light rain,10d
stations,9656.0,1670426002.0,-21600.0,4554687.0,Warr Acres,200.0,-97.5851,35.5083,6.64,4.42,5.9,7.21,1034.0,91.0,3.09,360.0,,100.0,2.0,2035418.0,US,1670419597.0,1670455045.0,,,,,,,600,Snow,light snow,13n
stations,10000.0,1670426202.0,-18000.0,4167829.0,Parkland,200.0,-80.2021,26.3045,26.43,26.43,24.44,27.22,1025.0,66.0,5.14,80.0,,0.0,2.0,2001866.0,US,1670414155.0,1670452140.0,,,,,,,701,Mist,mist,50n
stations,10000.0,1670426202.0,-28800.0,5395244.0,Sherman Oaks,200.0,-118.4542,34.1795,7.1,7.1,3.75,10.1,1008.0,88.0,0.0,0.0,,0.0,1.0,6183.0,US,1670424408.0,1670460254.0,,,,,,,800,Clear,clear sky,01d
stations,8047.0,1670426448.0,-18000.0,5201996.0,Morrisville,200.0,-74.813,40.2299,13.27,13.13,11.85,14.45,1021.0,95.0,3.09,200.0,,100.0,2.0,2003122.0,US,1670414907.0,1670448801.0,,,,,,,804,Clouds,overcast clouds,04d
stations,7739.0,1670426202.0,-18000.0,5123831.0,Lake Placid,200.0,-73.9846,44.2797,8.25,8.25,5.16,8.47,1023.0,98.0,0.45,234.0,0.89,100.0,2.0,2043842.0,US,1670415481.0,1670447829.0,,,,,,,300,Drizzle,light intensity drizzle,09d
stations,1609.0,1670426202.0,-21600.0,4250542.0,Springfield,200.0,-89.6112,39.7843,4.2,1.48,3.34,4.43,1024.0,94.0,3.09,30.0,,100.0,1.0,5899.0,US,1670418382.0,1670452431.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426447.0,-21600.0,4736388.0,The Colony,200.0,-96.8233,33.0689,15.76,15.87,12.63,18.43,1021.0,95.0,1.34,138.0,2.24,100.0,2.0,2073107.0,US,1670419051.0,1670455225.0,0.48,,,,,,741,Fog,fog,50d
stations,10000.0,1670426202.0,-18000.0,4161313.0,Lake Magdalene,200.0,-82.4587,28.0688,23.84,24.16,21.62,25.52,1026.0,72.0,2.57,70.0,,0.0,2.0,50564.0,US,1670414921.0,1670452458.0,,,,,,,300,Drizzle,light intensity drizzle,09d
stations,2414.0,1670426448.0,-18000.0,4203696.0,Kennesaw,200.0,-84.5815,33.9986,15.57,15.74,12.86,18.34,1025.0,98.0,2.06,220.0,,100.0,1.0,5747.0,US,1670416247.0,1670452151.0,,,,,,,701,Mist,mist,50d
stations,1207.0,1670425756.0,-18000.0,4297999.0,Lexington-Fayette,200.0,-84.476,38.04,15.19,15.11,13.06,16.2,1018.0,90.0,0.0,0.0,,100.0,2.0,2073151.0,US,1670416853.0,1670451495.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426448.0,-21600.0,4148803.0,Brent,200.0,-87.255,30.4689,21.87,22.59,20.37,23.18,1025.0,95.0,1.54,110.0,,40.0,2.0,2031081.0,US,1670416390.0,1670453292.0,,,,,,,500,Rain,light rain,10d
stations,10000.0,1670426202.0,-25200.0,5412347.0,Aurora,200.0,-104.8261,39.7634,-0.24,-4.28,-3.38,3.2,1020.0,60.0,3.6,240.0,,20.0,2.0,2010823.0,US,1670422033.0,1670456086.0,,,,,,,701,Mist,mist,50d
stations,6437.0,1670426448.0,-18000.0,4312983.0,West Buechel,200.0,-85.6876,38.1914,12.47,12.25,10.65,14.83,1021.0,95.0,1.54,10.0,,100.0,2.0,2043153.0,US,1670417169.0,1670451760.0,,,,,,,701,Mist,mist,50n
stations,10000.0,1670426448.0,-18000.0,4146723.0,Bartow,200.0,-81.83,27.8975,23.57,23.97,21.86,25.42,1026.0,76.0,2.06,0.0,,0.0,1.0,3487.0,US,1670414748.0,1670452329.0,,,,,,,501,Rain,moderate rain,10d
stations,10000.0,1670426448.0,-18000.0,4166298.0,North Sarasota,200.0,-82.5233,27.3747,23.9,23.94,21.95,26.22,1026.0,61.0,2.68,49.0,3.58,0.0,2.0,2012451.0,US,1670414848.0,1670452562.0,,,,,,,701,Mist,mist,50d
stations,402.0,1670426448.0,-28800.0,5387687.0,Rio Linda,200.0,-121.4887,38.6474,2.47,1.0,1.01,7.6,1023.0,99.0,1.54,130.0,,100.0,1.0,4838.0,US,1670425842.0,1670460276.0,,,,,,,800,Clear,clear sky,01d
stations,4828.0,1670426202.0,-21600.0,4693003.0,Garland,200.0,-96.6899,32.8824,16.72,16.93,13.02,18.86,1021.0,95.0,0.0,0.0,,100.0,2.0,2035335.0,US,1670418992.0,1670455220.0,0.43,,,,,,701,Mist,mist,50d
stations,10000.0,1670426202.0,-25200.0,5583509.0,Windsor,200.0,-104.9054,40.4831,-1.01,-1.01,-3.59,3.32,1019.0,65.0,0.45,293.0,0.89,0.0,2.0,2011518.0,US,1670422179.0,1670455977.0,,,,,,,801,Clouds,few clouds,02d
stations,6437.0,1670426448.0,-21600.0,4719246.0,Pinehurst,200.0,-95.5954,30.1887,22.24,22.92,21.46,23.25,1023.0,92.0,0.45,128.0,0.89,100.0,2.0,2002517.0,US,1670418355.0,1670455332.0,,,,,,,701,Mist,mist,50d
stations,3219.0,1670426448.0,-18000.0,4813878.0,Martinsburg,200.0,-77.9846,39.5265,8.37,8.37,6.95,11.71,1011.0,97.0,0.0,0.0,,100.0,2.0,2007620.0,US,1670415545.0,1670449685.0,,,,,,,803,Clouds,broken clouds,04d
stations,6437.0,1670426202.0,-21600.0,4705923.0,Leon Valley,200.0,-98.6144,29.4909,20.28,20.79,19.52,21.46,1017.0,93.0,4.12,150.0,,100.0,2.0,2034324.0,US,1670418986.0,1670456150.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426448.0,-21600.0,5516233.0,Amarillo,200.0,-101.8925,35.1386,8.91,7.48,8.85,8.92,1021.0,66.0,2.57,250.0,,75.0,2.0,2033702.0,US,1670420575.0,1670456135.0,,,,,,,741,Fog,fog,50d
stations,10000.0,1670426448.0,-18000.0,7172777.0,Belvedere Homes,200.0,-80.0861,26.7039,25.72,26.38,23.35,27.8,1025.0,78.0,4.63,80.0,,75.0,1.0,5314.0,US,1670414178.0,1670452062.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426002.0,-25200.0,5293685.0,East Flagstaff,200.0,-111.5682,35.2212,2.28,-1.86,1.4,3.93,1019.0,94.0,4.63,190.0,9.26,100.0,2.0,2037559.0,US,1670422911.0,1670458445.0,,,,,,,804,Clouds,overcast clouds,04d
stations,805.0,1670426448.0,-21600.0,5039094.0,New Hope,200.0,-93.3921,45.0462,-9.21,-16.14,-10.58,-7.6,1027.0,84.0,4.63,350.0,,100.0,2.0,2074681.0,US,1670420303.0,1670452326.0,,0.67,,,,,741,Fog,fog,50d
stations,10000.0,1670426002.0,-21600.0,4068590.0,Huntsville,200.0,-86.6382,34.7359,19.4,19.93,18.82,20.4,1023.0,97.0,7.15,226.0,10.73,100.0,2.0,2009569.0,US,1670416851.0,1670452535.0,2.26,,,,,,741,Fog,fog,50d
stations,10000.0,1670426448.0,-28800.0,5394503.0,Serra Mesa,200.0,-117.1408,32.8347,8.99,7.24,6.07,11.21,1022.0,87.0,3.09,80.0,,40.0,1.0,5026.0,US,1670423896.0,1670460135.0,,,,,,,800,Clear,clear sky,01d
stations,4828.0,1670426448.0,-21600.0,4401938.0,Olivette,200.0,-90.3689,38.6794,7.37,7.37,6.12,8.32,1023.0,92.0,0.0,0.0,,100.0,2.0,2031646.0,US,1670418375.0,1670452802.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426002.0,-18000.0,4164186.0,Miami Lakes,200.0,-80.3035,25.8902,26.66,26.66,25.56,27.79,1025.0,67.0,5.14,60.0,,0.0,1.0,5222.0,US,1670414128.0,1670452216.0,,,,,,,721,Haze,haze,50d
stations,805.0,1670426002.0,-21600.0,5037649.0,Minneapolis,200.0,-93.264,44.9777,-8.76,-15.58,-10.47,-7.44,1027.0,81.0,4.63,350.0,,100.0,2.0,2009535.0,US,1670420257.0,1670452310.0,,0.56,,,,,802,Clouds,scattered clouds,03d
stations,10000.0,1670426448.0,-18000.0,4792878.0,West Point,200.0,-76.8857,37.5175,15.28,15.4,13.41,17.63,1024.0,97.0,0.0,0.0,,100.0,2.0,2016071.0,US,1670414944.0,1670449759.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426448.0,-18000.0,4149962.0,Cape Coral,200.0,-81.9551,26.5649,25.38,25.91,22.78,26.7,1025.0,74.0,4.63,40.0,,0.0,2.0,2010149.0,US,1670414609.0,1670452528.0,,,,,,,800,Clear,clear sky,01d
stations,8047.0,1670426448.0,-18000.0,4781708.0,Richmond,200.0,-77.4664,37.5754,13.62,13.54,12.3,14.29,1023.0,96.0,3.6,200.0,,100.0,2.0,2007417.0,US,1670415093.0,1670449889.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426448.0,-18000.0,4169018.0,Pompano Beach Highlands,200.0,-80.0989,26.3031,26.55,26.55,24.45,27.78,1025.0,66.0,5.14,80.0,,0.0,1.0,5373.0,US,1670414131.0,1670452115.0,,,,,,,802,Clouds,scattered clouds,03d
stations,10000.0,1670426448.0,-28800.0,5386053.0,Rancho San Diego,200.0,-116.9464,32.7594,8.43,6.84,6.09,10.92,1020.0,90.0,2.68,135.0,4.47,40.0,2.0,2007309.0,US,1670423839.0,1670460099.0,,,,,,,701,Mist,mist,50d
stations,805.0,1670426006.0,-28800.0,7261625.0,Larkfield-Wikiup,200.0,-122.7589,38.4953,2.98,1.59,-0.18,7.43,1022.0,93.0,1.54,300.0,,100.0,1.0,5933.0,US,1670426122.0,1670460607.0,,,,,,,501,Rain,moderate rain,10d
stations,10000.0,1670426448.0,-18000.0,4160717.0,Kendall Green,200.0,-80.1322,26.2668,26.66,26.66,24.45,27.78,1025.0,65.0,5.14,80.0,,0.0,1.0,5373.0,US,1670414134.0,1670452128.0,,,,,,,701,Mist,mist,50d
stations,1609.0,1670426448.0,-18000.0,5116119.0,Eastchester,200.0,-73.8426,40.8541,13.66,13.48,12.21,15.21,1022.0,92.0,1.54,0.0,,100.0,2.0,2003496.0,US,1670414786.0,1670448456.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426448.0,-18000.0,4793846.0,Williamsburg,200.0,-76.6811,37.272,16.66,16.84,14.58,18.25,1024.0,94.0,2.06,190.0,,100.0,2.0,2010833.0,US,1670414855.0,1670449750.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426448.0,-25200.0,5438542.0,Sheridan,200.0,-105.0094,39.6411,0.42,-1.34,-2.76,4.06,1022.0,55.0,1.54,140.0,,20.0,2.0,2032865.0,US,1670422055.0,1670456151.0,,,,,,,701,Mist,mist,50d
stations,4023.0,1670426448.0,-21600.0,4671240.0,Arlington,200.0,-97.0638,32.7683,16.37,16.44,13.23,20.27,1020.0,91.0,3.09,110.0,,75.0,1.0,4249.0,US,1670419065.0,1670455326.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426002.0,-28800.0,5379678.0,Orinda,200.0,-122.1796,37.8797,5.85,4.3,1.68,8.68,1021.0,91.0,2.06,140.0,,0.0,2.0,2011425.0,US,1670425880.0,1670460570.0,,,,,,,701,Mist,mist,50d
stations,8047.0,1670426448.0,-18000.0,4557148.0,Chester Heights,200.0,-75.5397,39.8551,11.56,11.25,10.61,12.81,1021.0,95.0,1.34,106.0,3.13,100.0,2.0,2034409.0,US,1670415016.0,1670449041.0,,,,,,,741,Fog,fog,50n
stations,10000.0,1670426448.0,-28800.0,5388601.0,Rolling Hills Estates,200.0,-118.352,33.7794,8.35,7.07,5.26,10.45,1021.0,89.0,2.24,57.0,,40.0,2.0,2041821.0,US,1670424324.0,1670460289.0,,,,,,,741,Fog,fog,50d
stations,10000.0,1670426002.0,-28800.0,5379524.0,Orange,200.0,-117.7721,33.724,8.96,8.96,6.84,11.36,1021.0,87.0,0.0,0.0,,75.0,2.0,2043904.0,US,1670424177.0,1670460158.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426448.0,-18000.0,4170625.0,Royal Palm Estates,200.0,-80.1245,26.6641,25.67,26.33,23.34,27.79,1025.0,78.0,4.63,80.0,,75.0,1.0,5314.0,US,1670414182.0,1670452076.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426448.0,-18000.0,4776037.0,City of Newport News,200.0,-76.5244,37.0972,17.69,17.97,15.66,19.43,1024.0,94.0,5.14,220.0,,100.0,2.0,2024400.0,US,1670414789.0,1670449740.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426448.0,-18000.0,4159608.0,Indian Harbour Beach,200.0,-80.6338,28.1388,24.72,25.28,22.77,26.71,1025.0,78.0,3.6,20.0,,0.0,2.0,2032151.0,US,1670414492.0,1670452011.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426202.0,-28800.0,5328041.0,Beverly Hills,200.0,-118.39,34.0598,8.7,8.7,5.35,11.14,1016.0,87.0,0.0,0.0,,0.0,1.0,5872.0,US,1670424374.0,1670460256.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426447.0,-28800.0,5394503.0,Serra Mesa,200.0,-117.1474,32.826,9.02,7.28,6.08,11.21,1021.0,87.0,3.09,80.0,,40.0,1.0,5026.0,US,1670423896.0,1670460138.0,,,,,,,501,Rain,moderate rain,10d
stations,10000.0,1670426447.0,-18000.0,4768313.0,Lake Monticello,200.0,-78.318,37.9214,10.67,10.33,10.08,12.51,1023.0,97.0,0.45,13.0,1.79,100.0,2.0,2041205.0,US,1670415354.0,1670450036.0,2.2,,,,,,802,Clouds,scattered clouds,03d
stations,10000.0,1670426447.0,-21600.0,4684330.0,Cross Mountain,200.0,-98.6263,29.6553,19.79,20.23,18.99,21.02,1022.0,92.0,1.34,341.0,,100.0,2.0,2008723.0,US,1670419011.0,1670456131.0,,,,,,,701,Mist,mist,50d
stations,8047.0,1670426002.0,-28800.0,5323810.0,Anaheim,200.0,-117.9193,33.8124,8.66,7.82,6.9,11.1,1022.0,87.0,1.79,115.0,2.24,0.0,2.0,2003506.0,US,1670424225.0,1670460180.0,,,,,,,701,Mist,mist,50d
stations,6437.0,1670426448.0,-21600.0,4700967.0,Jersey Village,200.0,-95.5572,29.9137,22.65,23.4,21.5,23.41,1023.0,93.0,0.89,182.0,2.68,100.0,2.0,2004436.0,US,1670418309.0,1670455359.0,,,,,,,804,Clouds,overcast clouds,04d
stations,2414.0,1670426448.0,-18000.0,5100706.0,Lyndhurst,200.0,-74.1189,40.8098,13.93,13.81,12.63,14.89,1022.0,93.0,2.06,160.0,,100.0,2.0,2002627.0,US,1670414844.0,1670448530.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426002.0,-18000.0,4176109.0,Union Park,200.0,-81.295,28.5783,22.88,23.31,21.03,24.86,1025.0,80.0,3.09,40.0,,40.0,2.0,2000438.0,US,1670414707.0,1670452113.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426002.0,-28800.0,5391945.0,San Fernando,200.0,-118.419,34.2967,5.78,5.78,3.1,8.77,1010.0,88.0,0.45,182.0,1.79,0.0,2.0,2006685.0,US,1670424417.0,1670460228.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426448.0,-28800.0,5391997.0,San Francisco County,200.0,-122.481,37.7847,7.33,6.29,3.73,9.45,1021.0,92.0,1.79,109.0,4.47,0.0,2.0,2010664.0,US,1670425937.0,1670460658.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426448.0,-28800.0,5364369.0,Laguna Woods,200.0,-117.7265,33.6242,8.96,8.96,5.47,10.84,1020.0,89.0,0.89,115.0,1.34,75.0,2.0,2010191.0,US,1670424151.0,1670460161.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670425756.0,-28800.0,5373327.0,Milpitas,200.0,-121.8616,37.4155,4.84,3.12,2.44,8.87,1023.0,92.0,2.06,170.0,,20.0,2.0,2009484.0,US,1670425728.0,1670460570.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426448.0,-28800.0,5323631.0,Alviso,200.0,-121.9754,37.4255,5.42,3.8,2.75,9.71,1022.0,93.0,2.06,170.0,,0.0,2.0,2035564.0,US,1670425757.0,1670460595.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426002.0,-28800.0,5386834.0,Redwood City,200.0,-122.2309,37.4889,6.17,6.17,2.99,10.07,1020.0,95.0,0.0,0.0,,0.0,1.0,5903.0,US,1670425829.0,1670460646.0,,,,,,,800,Clear,clear sky,01d
stations,3219.0,1670426002.0,-21600.0,4722925.0,River Oaks,200.0,-97.3503,32.7616,16.05,16.17,13.49,20.81,1022.0,94.0,2.24,132.0,3.13,100.0,2.0,2005247.0,US,1670419133.0,1670455396.0,,,,,,,800,Clear,clear sky,01d
stations,6437.0,1670426448.0,-21600.0,4244696.0,Mitchell,200.0,-90.0599,38.7506,7.46,6.71,6.49,9.0,1023.0,95.0,1.54,0.0,,100.0,2.0,2009728.0,US,1670418312.0,1670452716.0,,,,,,,804,Clouds,overcast clouds,04d
stations,1609.0,1670426002.0,-21600.0,5034905.0,Little Canada,200.0,-93.0523,45.0156,-8.97,-15.84,-10.5,-7.53,1028.0,81.0,4.63,350.0,,100.0,2.0,2026618.0,US,1670420215.0,1670452251.0,,0.49,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426448.0,-18000.0,4153840.0,Duval,200.0,-81.6251,30.3562,22.2,22.51,20.55,24.12,1026.0,78.0,3.09,340.0,,0.0,2.0,2037733.0,US,1670415023.0,1670451956.0,,,,,,,701,Mist,mist,50d
stations,8047.0,1670426448.0,-28800.0,5387877.0,Riverside,200.0,-117.446,33.9034,7.6,5.93,5.17,10.1,1022.0,92.0,2.57,140.0,,20.0,1.0,5615.0,US,1670424125.0,1670460053.0,,,,,,,721,Haze,haze,50d
stations,10000.0,1670426448.0,-28800.0,5388319.0,Rocklin,200.0,-121.2747,38.8191,3.6,3.6,0.63,7.44,1020.0,84.0,1.17,109.0,1.31,0.0,2.0,2010271.0,US,1670425820.0,1670460196.0,,,,,,,800,Clear,clear sky,01d
stations,6437.0,1670426448.0,-28800.0,5785453.0,Alderwood Manor,200.0,-122.2596,47.8084,3.67,1.75,1.23,6.08,1019.0,90.0,2.06,0.0,,100.0,2.0,2008875.0,US,1670427859.0,1670458630.0,,,,,,,741,Fog,fog,50d
stations,10000.0,1670426448.0,-25200.0,5295985.0,Glendale,200.0,-112.2265,33.5301,12.31,11.82,9.97,14.63,1016.0,85.0,1.34,266.0,1.79,75.0,1.0,4189.0,US,1670422817.0,1670458855.0,,,,,,,800,Clear,clear sky,01d
stations,2012.0,1670426448.0,-18000.0,4195701.0,Forest Park,200.0,-84.3678,33.6487,16.97,17.18,13.37,18.88,1021.0,94.0,3.09,210.0,,100.0,1.0,3335.0,US,1670416144.0,1670452151.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426448.0,-18000.0,4367734.0,Saint Charles,200.0,-76.9067,38.5931,11.53,11.32,10.45,12.66,1022.0,99.0,1.34,220.0,2.68,100.0,2.0,2031740.0,US,1670415127.0,1670449586.0,4.36,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426002.0,-28800.0,5396003.0,Simi Valley,200.0,-118.7779,34.2722,5.89,3.48,3.9,9.56,1025.0,89.0,3.13,107.0,3.58,0.0,2.0,2032844.0,US,1670424499.0,1670460318.0,,,,,,,804,Clouds,overcast clouds,04d
stations,805.0,1670426202.0,-18000.0,4502986.0,Medford Lakes,200.0,-74.8305,39.903,13.18,13.03,11.94,14.04,1021.0,95.0,0.45,209.0,2.24,100.0,2.0,2010020.0,US,1670414854.0,1670448862.0,,,,,,,701,Mist,mist,50d
stations,4828.0,1670426447.0,-21600.0,4697616.0,Highland Park,200.0,-96.8327,32.8301,17.1,17.37,13.52,20.03,1021.0,96.0,2.24,85.0,1.79,100.0,1.0,3783.0,US,1670419019.0,1670455262.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426002.0,-28800.0,5513171.0,Storey,200.0,-119.468,39.5288,-6.24,-9.62,-8.21,-3.8,1024.0,79.0,1.93,234.0,1.95,7.0,2.0,2045877.0,US,1670425508.0,1670459641.0,,,1024.0,859.0,,,701,Mist,mist,50d
stations,2414.0,1670426448.0,-18000.0,4500574.0,Audubon Park,200.0,-75.1005,39.8973,12.98,12.79,11.42,14.49,1021.0,94.0,2.06,220.0,,100.0,2.0,2006410.0,US,1670414918.0,1670448928.0,,,,,,,721,Haze,haze,50d
stations,2414.0,1670426002.0,-18000.0,4503635.0,Pitman,200.0,-75.1069,39.7657,13.03,12.84,11.32,13.99,1020.0,94.0,2.06,220.0,,100.0,2.0,2005422.0,US,1670414896.0,1670448953.0,,,,,,,800,Clear,clear sky,01d
stations,8047.0,1670426448.0,-21600.0,4707859.0,Lopezville,200.0,-98.1724,26.2405,22.61,23.33,21.08,24.9,1021.0,92.0,4.12,160.0,,100.0,2.0,2025267.0,US,1670418462.0,1670456461.0,,,,,,,804,Clouds,overcast clouds,04n
